"date","state","dataQualityGrade","death","deathConfirmed","deathIncrease","deathProbable","hospitalized","hospitalizedCumulative","hospitalizedCurrently","hospitalizedIncrease","inIcuCumulative","inIcuCurrently","negative","negativeIncrease","negativeTestsAntibody","negativeTestsPeopleAntibody","negativeTestsViral","onVentilatorCumulative","onVentilatorCurrently","pending","positive","positiveCasesViral","positiveIncrease","positiveScore","positiveTestsAntibody","positiveTestsAntigen","positiveTestsPeopleAntibody","positiveTestsPeopleAntigen","positiveTestsViral","recovered","totalTestEncountersViral","totalTestEncountersViralIncrease","totalTestResults","totalTestResultsIncrease","totalTestsAntibody","totalTestsAntigen","totalTestsPeopleAntibody","totalTestsPeopleAntigen","totalTestsPeopleViral","totalTestsPeopleViralIncrease","totalTestsViral","totalTestsViralIncrease"
"2020-09-15","SC","A+",3098,2943,21,155,8502,8502,745,54,,211,941267,-14526,60657,,906722,,127,,133470,130917,790,0,5967,7763,,,165462,51431,,0,1074737,-13736,66624,23477,,,,0,1072184,-13865
"2020-09-15","CA","B",14451,,66,,,,3735,0,,1044,12168157,119746,,,,,,,760013,760013,2235,0,,,,,,,,0,12928170,121981,,,,,,0,12928170,121981
"2020-09-15","SD","A+",184,,0,,1195,1195,133,24,,,149102,764,,,,,,,16994,,193,0,,,,,,14424,,0,166096,957,,,,,166096,957,226171,2454
"2020-09-15","AZ","A+",5344,5071,22,273,21800,21800,550,26,,138,1103095,11156,,,,,76,,209209,207220,484,0,,,,,,33095,,0,1312304,11640,278475,,,,,0,1310315,9651
"2020-09-15","TN","A+",2127,2050,30,77,7848,7848,888,82,,291,2340198,21621,,,2303410,,119,,175231,169893,957,0,,,,,206681,158660,,0,2515429,22578,,,,,,0,2510091,22384
"2020-09-15","AS","C",0,,0,,,,,0,,,1571,0,,,,,,,0,0,0,0,,,,,,,,0,1571,0,,,,,,0,1571,0
"2020-09-15","TX","A+",14343,,132,,,,3311,0,,1151,4578796,28994,,,,,,,668746,668746,5301,0,33086,6915,,,,585912,,0,5247542,34295,373766,50658,,,,0,5247542,34295
"2020-09-15","AR","A+",1010,1003,18,7,4802,4802,389,66,,180,800759,43119,,,800759,606,68,,71357,70125,730,0,,2779,,,,63415,,0,872116,43849,,18516,,,,0,870884,43795
"2020-09-15","UT","A+",436,,0,,3361,3361,178,23,833,50,666612,3368,,,,346,,,59000,59000,562,0,,1403,,1320,,49327,,0,725612,3930,,12385,,8913,725612,3930,915832,5645
"2020-09-15","AL","B",2387,2253,32,134,15756,15756,716,0,1622,,892810,4718,,,,898,,,140160,126813,701,0,,,,,,54223,,0,1032970,5419,,,55856,,,0,1019623,5232
"2020-09-15","VA","A+",2839,2691,96,148,17464,17464,1015,97,,228,1656294,11536,,,,,104,329,135514,129259,943,0,11402,,,,154395,16449,1785553,12395,1791808,12479,137413,,,,,0,,0
"2020-09-15","AK","A",44,44,0,,,,44,0,,,399811,3668,,,400207,,8,,7313,7313,43,0,,,,,6637,2402,,0,407124,3711,,,,,,0,407124,3711
"2020-09-15","VI","C",19,19,0,,,,,0,,,17320,190,,,,,,17,1225,,4,0,,,,,,1159,,0,18545,194,,,,,,0,18562,208
"2020-09-15","WA","B",2015,2015,9,,7127,7127,262,29,,,1585250,11421,,,,,28,,80465,80465,327,0,,,,,,,1665715,11748,1665715,11748,,,,,,0,,0
"2020-09-15","VT","B",58,58,0,,,,7,0,,,149890,108,,,,,,,1702,1702,6,0,,,,,,1524,,0,151592,114,,,,,151592,114,,0
"2020-09-15","WV","C",280,278,5,2,,,155,0,,59,477670,2475,,,,,26,,12976,12672,156,0,,,,,,9536,,0,490646,2631,16394,,,,,0,490342,2628
"2020-09-15","MN","A+",1979,1927,5,52,6979,6979,238,25,1971,131,1162516,4110,,,,,,,85351,85351,402,0,,,,,,78953,,0,1247867,4512,,,,,1247867,4512,1733292,8513
"2020-09-15","WI","A+",1229,1220,11,9,6406,6406,342,56,1090,95,1284525,10918,,,,,,154,96938,91304,1441,0,,,,,,79557,,0,1381463,12359,,,,,1375829,12266,,0
"2020-09-14","WV","C",275,273,9,2,,,151,0,,58,475195,4130,,,,,24,,12820,12519,121,0,,,,,,9361,,0,488015,4251,16360,,,,,0,487714,4246
"2020-09-14","NC","A+",3060,3060,8,,,,895,0,,293,2449038,17866,,,,,,,185781,185781,845,0,,,,,,167257,,0,2634819,18711,,,,,,0,2634819,18711
"2020-09-14","MT","B",138,,3,,531,531,144,6,,,276763,5660,,,,,,,9107,9107,86,0,,,,,,6842,,0,285870,5746,,,,,,0,285870,5746
"2020-09-14","MS","A+",2706,2523,9,183,5499,5499,513,89,,171,535788,2869,,,,,,,90018,84557,144,0,95,,,,,78971,,0,625806,3013,28852,38649,,,,0,620345,3184
"2020-09-14","ND","A",134,131,1,3,646,646,65,3,171,19,204399,1370,8651,,,,,,15831,15831,254,0,377,,,,,12903,527535,3965,527535,3965,9028,,,,220230,1624,546127,4277
"2020-09-14","MO","A",1714,,9,,,,1010,0,,,1041128,15175,,68231,1380372,,,,104079,104079,1332,0,,,3221,,112317,,,0,1145207,16507,,,71452,,1145207,16507,1495313,19730
"2020-09-14","MN","A+",1974,1922,3,52,6954,6954,233,23,1965,135,1158406,9412,,,,,,,84949,84949,638,0,,,,,,78238,,0,1243355,10050,,,,,1243355,10050,1724779,17265
"2020-09-14","MI","A+",6921,6601,10,320,,,590,0,,152,3037800,50248,,,3037800,,82,,124287,112612,1229,0,,,,,158327,85513,,0,3162087,51477,269507,,,,,0,3196127,51636
"2020-09-14","ME","A+",136,135,0,1,431,431,9,0,,5,328874,3569,9478,,326907,,3,,4903,4401,40,0,503,,,,6110,4237,,0,333777,3609,9995,,,,,0,333275,3594
"2020-09-14","MD","A+",3839,3696,1,143,14884,14884,347,33,,90,1348217,8482,,,,,,,116646,116646,536,0,,,,,139370,7229,,0,1464863,9018,,,,,1464863,9018,2226655,19197
"2020-09-14","NE","A+",434,,0,,2139,2139,169,2,,,365630,3054,,,,,,,38335,38335,227,0,,,,,,29405,,0,403965,3281,,,,,404546,3293,,0
"2020-09-14","MA","A+",9219,9010,9,209,12442,12442,302,11,,63,1845095,11966,,,,,17,,125080,123139,254,0,,,,,161982,107501,,0,3038625,32467,,,116598,109470,1968234,12201,3038625,32467
"2020-09-14","NH","B",436,,0,,721,721,7,0,229,,224102,1256,,,,,,,7714,7714,18,0,,,,,,6987,,0,231816,1274,31129,,30439,,231816,1274,377392,4444
"2020-09-14","LA","A",5252,5082,17,170,,,664,0,,,1920417,12077,,,,,105,,158882,157947,492,0,,,,,,140440,,0,2079299,12569,,,,,2078364,12569,,0
"2020-09-14","NJ","A+",16034,14245,3,1789,22965,22965,420,2,,91,2993002,21106,,,,,41,,196968,196968,334,0,,,,,,34458,,0,3189970,21440,,,,,,0,3189970,21440
"2020-09-14","KY","B",1065,1056,5,9,4905,4905,504,19,1454,119,939293,65486,,,,,,,57282,51317,337,0,,,,,,10918,,0,996575,65823,49374,17451,,,,0,990610,66268
"2020-09-14","NM","B",823,,2,,3267,3267,59,4,,,796384,5775,,,,,,,26761,26761,100,0,,,,,,14407,,0,823145,5875,,,,,823145,5875,,0
"2020-09-14","KS","A+",534,,23,,2572,2572,192,35,703,50,408482,7938,,,,221,15,,49899,,1513,0,,,,,,1887,,0,458381,9451,,,,,458381,9451,,0
"2020-09-14","NV","A+",1456,,4,,,,473,0,,158,571057,2519,,,,,99,,73814,73814,277,0,,,,,,1938,,0,644871,2796,,,,,644335,2803,945646,5781
"2020-09-14","IN","A+",3439,3215,1,224,11796,11796,844,47,2353,230,1140753,7573,,,,,74,,106540,,736,0,,,,,,82311,,0,1247293,8309,,,,,1247293,8309,1738305,17979
"2020-09-14","NY","A",25394,,4,,89995,89995,464,0,,143,8936703,62775,,,,,59,,444948,444948,583,0,,,,,,75814,9381651,63358,9381651,63358,,,,,,0,,0
"2020-09-14","IL","A",8546,8314,5,232,,,1431,0,,335,4509052,34557,,,,,131,,264839,262744,1373,0,,,,,,,,0,4773891,35930,,,,,,0,4771796,35930
"2020-09-14","OH","A+",4419,4126,4,293,14378,14378,671,64,3097,224,2484772,28347,,,,,121,,138484,131235,1079,0,,,,,,115708,,0,2623256,29426,,,,,,0,2616007,29386
"2020-09-14","ID","A+",415,378,0,37,1604,1604,165,8,423,46,243334,1378,,,,,,,35279,32506,112,0,,,,,,18619,,0,278613,1490,,,,,,0,275840,1473
"2020-09-14","OK","A+",905,,0,,5466,5466,499,15,,186,920176,0,,,920176,,,6306,70223,70223,869,0,3581,,,,79689,59007,,0,990399,869,74483,,,,,0,1000912,0
"2020-09-14","IA","A+",1224,,6,,,,272,0,,75,613760,2805,,49983,,,29,,72876,72876,386,0,,,3205,2024,,53417,,0,686636,3191,,,53228,16383,688157,3198,,0
"2020-09-14","OR","A+",511,,2,,2279,2279,135,44,,32,585320,2037,,,585320,,13,,29484,28051,147,0,,,,,,5310,,0,614804,2184,,,,,613371,9037,,0
"2020-09-14","HI","C",99,,2,,636,636,225,1,,53,248831,4020,,,,,31,,10700,,112,0,,,,,,3565,,0,259531,4132,,,,,259531,4132,348561,6359
"2020-09-14","PA","A+",7869,,32,,,,472,0,,,1684609,20609,,,,,59,,145063,140842,1182,0,,,,,,118951,,0,1829672,21791,,,,,1825451,21752,2577305,41340
"2020-09-14","GU","A+",26,,0,,,,50,0,,15,41967,495,,,,,,,1927,1927,36,0,2,,,,,1274,,0,43894,531,158,,,,43894,531,43892,881
"2020-09-14","PR","C",542,376,3,166,,,414,0,,63,305972,0,,,303412,,37,,37750,17977,370,0,19773,,,,7002,,,0,343722,370,,,,,,0,310546,0
"2020-09-14","GA","A+",6353,,20,,26394,26394,2134,25,4830,,2319910,12022,,,2345832,,,,295337,295337,1023,0,23344,,,,269415,,,0,2615247,13045,290730,,,,,0,2615247,13045
"2020-09-14","RI","A+",1075,,0,,2644,2644,80,0,,7,285067,682,,,603012,,4,,23130,23130,32,0,,,,,32706,2223,635718,2208,635718,2208,,,,,308197,714,,0
"2020-09-14","FL","A+",12800,12800,36,,41846,41846,2637,77,,,4275278,15342,411877,403867,5988176,,,3714,665730,665730,1736,0,34738,,34017,12762,857173,,,0,4941008,17078,446669,,437913,,4948075,17101,6884994,29201
"2020-09-14","SC","A+",3077,2922,13,155,8448,8448,733,22,,203,955793,15794,60621,,913799,,123,,132680,130256,816,0,5960,,,,172250,51431,,0,1088473,16610,66581,,,,,0,1086049,16566
"2020-09-14","DE","A+",617,545,2,72,,,64,0,,18,243567,1120,,,,,,,18937,17945,88,0,,,,,,10091,,0,262504,1208,,,,,262504,1208,,0
"2020-09-14","SD","A+",184,,0,,1171,1171,110,6,,,148338,1020,,,,,,,16801,,163,0,,,,,,14118,,0,165139,1183,,,,,165139,1183,223717,1846
"2020-09-14","DC","A+",616,,0,,,,91,0,,22,317526,1477,,,,,8,,14622,,30,0,,,,,,11592,332148,1507,332148,1507,,,,,,0,,0
"2020-09-14","TN","A+",2097,2026,19,71,7766,7766,833,56,,262,2318577,34252,,,2282076,,131,,174274,169130,2450,0,,,,,205631,156808,,0,2492851,36702,,,,,,0,2487707,36583
"2020-09-14","CT","B",4485,3590,5,895,11357,11357,64,0,,,1325093,48435,,,,,,,54895,52624,569,0,,,,,,9142,,0,1379988,49004,,,,,,0,1377717,48964
"2020-09-14","TX","A+",14211,,21,,,,3391,0,,1165,4549802,-340903,,,,,,,663445,663445,4011,0,33050,6891,,,,581204,,0,5213247,-336892,373406,50387,,,,0,5213247,-336892
"2020-09-14","CO","A+",1889,,0,,7227,7227,228,4,,,723206,6625,151964,,,,,,61324,57099,417,0,11326,,,,,6162,1124181,12609,1124181,12609,163290,,,,780305,7020,,0
"2020-09-14","UT","A+",436,,3,,3338,3338,170,12,829,54,663244,4246,,,,345,,,58438,58438,563,0,,1345,,1263,,48934,,0,721682,4809,,11216,,8321,721682,4809,910187,7247
"2020-09-14","CA","B",14385,,56,,,,3665,0,,1040,12048411,113318,,,,,,,757778,757778,2855,0,,,,,,,,0,12806189,116173,,,,,,0,12806189,116173
"2020-09-14","VA","A+",2743,2607,19,136,17367,17367,1006,45,,220,1644758,12334,,,,,110,308,134571,128400,757,0,11359,,,,153493,16361,1773158,13062,1779329,13091,137089,,,,,0,,0
"2020-09-14","AZ","A+",5322,5049,0,273,21774,21774,489,1,,168,1091939,4314,,,,,81,,208725,206775,213,0,,,,,,32975,,0,1300664,4527,278029,,,,,0,1300664,4527
"2020-09-14","VI","C",19,19,0,,,,,0,,,17130,7,,,,,,3,1221,,1,0,,,,,,1144,,0,18351,8,,,,,,0,18354,8
"2020-09-14","AS","C",0,,0,,,,,0,,,1571,0,,,,,,,0,0,0,0,,,,,,,,0,1571,0,,,,,,0,1571,0
"2020-09-14","VT","B",58,58,0,,,,3,0,,,149782,793,,,,,,,1696,1696,12,0,,,,,,1509,,0,151478,805,,,,,151478,805,,0
"2020-09-14","AR","A+",992,986,11,6,4736,4736,378,17,,175,757640,5791,,,757640,603,76,,70627,69449,408,0,,2779,,,,62740,,0,828267,6199,,18516,,,,0,827089,6190
"2020-09-14","WA","B",2006,2006,15,,7098,7098,247,17,,,1573829,9070,,,,,26,,80138,80138,312,0,,,,,,,1653967,9382,1653967,9382,,,,,,0,,0
"2020-09-14","AL","B",2355,2221,4,134,15756,15756,792,229,1611,,888092,3660,,,,892,,,139459,126299,704,0,,,,,,54223,,0,1027551,4364,,,55780,,,0,1014391,4164
"2020-09-14","WI","A+",1218,1210,0,8,6350,6350,313,18,1083,93,1273607,3149,,,,,,163,95497,89956,818,0,,,,,,78527,,0,1369104,3967,,,,,1363563,3920,,0
"2020-09-14","WY","B",46,,4,,230,230,13,2,,,84614,2523,,,129356,,,,4392,3723,46,0,,,,,3726,3884,,0,89006,2569,,,,,88337,2641,133083,6752
"2020-09-14","MP","C",2,2,0,,4,4,,0,,,14316,0,,,,,,,61,61,1,0,,,,,,29,,0,14377,1,,,,,14375,0,18915,0
"2020-09-14","AK","A",44,44,0,,,,37,0,,,396143,2123,,,396600,,8,,7270,7270,77,0,,,,,6533,2377,,0,403413,2200,,,,,,0,403413,2200
"2020-09-13","WV","C",266,264,1,2,,,147,0,,58,471065,4710,,,,,26,,12699,12403,178,0,,,,,,9290,,0,483764,4888,16321,,,,,0,483468,4888
"2020-09-13","MT","B",135,,2,,525,525,145,4,,,271103,1300,,,,,,,9021,9021,96,0,,,,,,6830,,0,280124,1396,,,,,,0,280124,1396
"2020-09-13","MS","A+",2697,2514,12,183,5410,5410,542,0,,179,532919,0,,,,,,,89874,84451,254,0,95,,,,,74098,,0,622793,254,28693,38257,,,,0,617161,0
"2020-09-13","WY","B",42,,0,,228,228,12,-59,,,82091,0,,,122667,,,,4346,3679,49,0,,,,,3663,3768,,0,86437,49,,,,,85696,0,126331,0
"2020-09-13","NC","A+",3052,3052,5,,,,831,0,,270,2431172,33780,,,,,,,184936,184936,1196,0,,,,,,156652,,0,2616108,34976,,,,,,0,2616108,34976
"2020-09-13","MN","A+",1971,1919,13,52,6931,6931,241,32,1957,136,1148994,10060,,,,,,,84311,84311,723,0,,,,,,77461,,0,1233305,10783,,,,,1233305,10783,1707514,22994
"2020-09-13","MI","A+",6911,6591,0,320,,,627,0,,172,2987552,0,,,2987552,,77,,123058,111524,0,0,,,,,156939,85513,,0,3110610,0,268368,,,,,0,3144491,0
"2020-09-13","ME","A+",136,135,1,1,431,431,11,0,,6,325305,5136,9473,,323343,,3,,4863,4376,29,0,503,,,,6081,4226,,0,330168,5165,9990,,,,,0,329681,5163
"2020-09-13","MD","A+",3838,3695,2,143,14851,14851,351,55,,89,1339735,10816,,,,,,,116110,116110,577,0,,,,,138731,7225,,0,1455845,11393,,,,,1455845,11393,2207458,23517
"2020-09-13","MA","A+",9210,9001,14,209,12431,12431,313,5,,61,1833129,11835,,,,,21,,124826,122904,286,0,,,,,161677,107501,,0,3006158,37435,,,116531,108478,1956033,12102,3006158,37435
"2020-09-13","ND","A",133,130,0,3,643,643,62,9,170,18,203029,1599,8650,,,,,,15577,15577,426,0,376,,,,,12655,523570,8150,523570,8150,9026,,,,218606,2025,541850,8510
"2020-09-13","LA","A",5235,5065,33,170,,,680,0,,,1908340,27696,,,,,107,,158390,157455,1281,0,,,,,,140440,,0,2066730,28977,,,,,2065795,28977,,0
"2020-09-13","NE","A+",434,,0,,2137,2137,163,6,,,362576,3063,,,,,,,38108,38108,267,0,,,,,,29167,,0,400684,3330,,,,,401253,3349,,0
"2020-09-13","KY","B",1060,1051,3,9,4886,4886,587,0,1454,148,873807,0,,,,,,,56945,51018,530,0,,,,,,10872,,0,930752,530,49234,17381,,,,0,924342,0
"2020-09-13","NH","B",436,,1,,721,721,7,0,228,,222846,1474,,,,,,,7696,7696,44,0,,,,,,6953,,0,230542,1518,31107,,30419,,230542,1518,372948,3257
"2020-09-13","KS","A+",511,,0,,2537,2537,140,0,690,40,400544,0,,,,219,10,,48386,,0,0,,,,,,1859,,0,448930,0,,,,,448930,0,,0
"2020-09-13","NJ","A+",16031,14242,4,1789,22963,22963,444,13,,98,2971896,26998,,,,,37,,196634,196634,297,0,,,,,,34430,,0,3168530,27295,,,,,,0,3168530,27744
"2020-09-13","IN","A+",3438,3214,1,224,11749,11749,731,39,2338,219,1133180,30761,,,,,72,,105804,,1243,0,,,,,,81405,,0,1238984,32004,,,,,1238984,32004,1720326,53437
"2020-09-13","NM","B",821,,3,,3263,3263,67,16,,,790609,5122,,,,,,,26661,26661,98,0,,,,,,14396,,0,817270,5220,,,,,817270,5220,,0
"2020-09-13","IL","A",8541,8309,14,232,,,1422,0,,328,4474495,45428,,,,,136,,263466,261371,1462,0,,,,,,,,0,4737961,46890,,,,,,0,4735866,46890
"2020-09-13","NV","A+",1452,,3,,,,476,0,,165,568538,3856,,,,,102,,73537,73537,317,0,,,,,,1930,,0,642075,4173,,,,,641532,4224,939865,7891
"2020-09-13","ID","A+",415,378,3,37,1596,1596,165,27,422,46,241956,1296,,,,,,,35167,32411,217,0,,,,,,18406,,0,277123,1513,,,,,,0,274367,1479
"2020-09-13","NY","A",25390,,6,,89995,89995,464,0,,131,8873928,71943,,,,,54,,444365,444365,725,0,,,,,,75767,9318293,72668,9318293,72668,,,,,,0,,0
"2020-09-13","IA","A+",1218,,1,,,,274,0,,79,610955,3771,,49956,,,28,,72490,72490,784,0,,,3199,2016,,53151,,0,683445,4555,,,53195,16319,684959,4538,,0
"2020-09-13","OH","A+",4415,4122,4,293,14314,14314,635,30,3088,215,2456425,25982,,,,,126,,137405,130196,837,0,,,,,,114906,,0,2593830,26819,,,,,,0,2586621,26725
"2020-09-13","HI","C",97,,1,,635,635,220,13,,51,244811,5231,,,,,41,,10588,,129,0,,,,,,3418,,0,255399,5360,,,,,255399,5360,342202,7446
"2020-09-13","OK","A+",905,,6,,5451,5451,499,27,,186,920176,0,,,920176,,,6306,69354,69354,695,0,3581,,,,79689,58560,,0,989530,695,74483,,,,,0,1000912,0
"2020-09-13","GU","A+",26,,1,,,,50,0,,11,41472,0,,,,,,,1891,1891,0,0,2,,,,,1118,,0,43363,0,158,,,,43363,0,43011,0
"2020-09-13","OR","A+",509,,4,,2235,2235,161,0,,43,583283,2335,,,583283,,19,,29337,27460,181,0,,,,,,5310,,0,612620,2516,,,,,604334,0,,0
"2020-09-13","GA","A+",6333,,46,,26369,26369,2138,42,4827,,2307888,-9378,,,2333855,,,,294314,294314,1409,0,23194,,,,268347,,,0,2602202,-7969,289794,,,,,0,2602202,17945
"2020-09-13","PA","A+",7837,,0,,,,463,0,,,1664000,0,,,,,60,,143881,139699,76,0,,,,,,117920,,0,1807881,76,,,,,1803699,76,2535965,0
"2020-09-13","FL","A+",12764,12764,8,,41769,41769,2631,82,,,4259936,19827,411877,403867,5961411,,,3696,663994,663994,2423,0,34738,,34017,12659,854899,,,0,4923930,22250,446669,,437913,,4930974,22251,6855793,37766
"2020-09-13","PR","C",539,373,4,166,,,396,0,,67,305972,0,,,303412,,50,,37380,17769,288,0,19611,,,,7002,,,0,343352,288,,,,,,0,310546,0
"2020-09-13","DE","A+",615,543,2,72,,,68,0,,17,242447,1588,,,,,,,18849,17857,123,0,,,,,,10077,,0,261296,1711,,,,,261296,1711,,0
"2020-09-13","RI","A+",1075,,3,,2644,2644,80,5,,7,284385,1248,,,600850,,4,,23098,23098,99,0,,,,,32660,2223,633510,5419,633510,5419,,,,,307483,1347,,0
"2020-09-13","DC","A+",616,,0,,,,88,0,,23,316049,3164,,,,,11,,14592,,40,0,,,,,,11574,330641,3204,330641,3204,,,,,,0,,0
"2020-09-13","SC","A+",3064,2915,24,149,8426,8426,752,24,,205,939999,15105,60519,,898428,,130,,131864,129484,1886,0,5907,,,,171055,51431,,0,1071863,16991,66426,,,,,0,1069483,16943
"2020-09-13","CT","B",4480,3595,0,885,11357,11357,51,0,,,1276658,0,,,,,,,54326,52095,0,0,,,,,,9142,,0,1330984,0,,,,,,0,1328753,0
"2020-09-13","SD","A+",184,,1,,1165,1165,110,13,,,147318,1146,,,,,,,16638,,201,0,,,,,,13993,,0,163956,1347,,,,,163956,1347,221871,2644
"2020-09-13","CO","A+",1889,,0,,7223,7223,226,15,,,716581,6846,151566,,,,,,60907,56704,415,0,11300,,,,,6156,1111572,13587,1111572,13587,162866,,,,773285,7172,,0
"2020-09-13","TN","A+",2078,2008,14,70,7710,7710,820,31,,261,2284325,12482,,,2248108,,122,,171824,166799,933,0,,,,,203016,155865,,0,2456149,13415,,,,,,0,2451124,13359
"2020-09-13","CA","B",14329,,78,,,,3741,0,,1056,11935093,128424,,,,,,,754923,754923,4625,0,,,,,,,,0,12690016,133049,,,,,,0,12690016,133049
"2020-09-13","TX","A+",14190,,47,,,,3319,0,,1140,4890705,28653,,,,,,,659434,659434,1845,0,34286,6846,,,,577832,,0,5550139,30498,390318,49181,,,,0,5550139,30498
"2020-09-13","AZ","A+",5322,5049,7,273,21773,21773,525,0,,171,1087625,7024,,,,,87,,208512,206611,384,0,,,,,,32817,,0,1296137,7408,277020,,,,,0,1296137,9313
"2020-09-13","UT","A+",433,,0,,3326,3326,178,15,828,52,658998,4016,,,,344,,,57875,57875,628,0,,1326,,1245,,48690,,0,716873,4644,,11059,,8196,716873,4644,902940,7716
"2020-09-13","AS","C",0,,0,,,,,0,,,1571,0,,,,,,,0,0,0,0,,,,,,,,0,1571,0,,,,,,0,1571,0
"2020-09-13","VA","A+",2724,2591,2,133,17322,17322,1012,51,,232,1632424,15254,,,,,119,304,133814,127672,874,0,11317,,,,152703,16310,1760096,16076,1766238,16128,136682,,,,,0,,0
"2020-09-13","AR","A+",981,976,12,5,4719,4719,381,41,,160,751849,1559,,,751849,601,83,,70219,69050,509,0,,2757,,,,61819,,0,822068,2068,,17863,,,,0,820899,545
"2020-09-13","VI","C",19,19,0,,,,,0,,,17123,111,,,,,,3,1220,,9,0,,,,,,1144,,0,18343,120,,,,,,0,18346,118
"2020-09-13","AL","B",2351,2218,1,133,15527,15527,790,0,1610,,884432,5709,,,,892,,,138755,125795,1109,0,,,,,,54223,,0,1023187,6818,,,55599,,,0,1010227,6681
"2020-09-13","VT","B",58,58,0,,,,1,0,,,148989,1005,,,,,,,1684,1684,7,0,,,,,,1505,,0,150673,1012,,,,,150673,1012,,0
"2020-09-13","AK","A",44,44,0,,,,35,0,,,394020,1522,,,394452,,8,,7193,7193,62,0,,,,,6481,2377,,0,401213,1584,,,,,,0,401213,1584
"2020-09-13","WA","B",1991,1991,0,,7081,7081,254,33,,,1564759,13073,,,,,29,,79826,79826,350,0,,,,,,,1644585,13423,1644585,13423,,,,,,0,,0
"2020-09-13","WI","A+",1218,1210,1,8,6332,6332,319,23,1080,94,1270458,6153,,,,,,158,94679,89185,1624,0,,,,,,77750,,0,1365137,7777,,,,,1359643,7735,,0
"2020-09-13","MO","A",1705,,1,,,,971,0,,,1025953,13714,,67952,1362014,,,,102747,102747,1613,0,,,3196,,110962,,,0,1128700,15327,,,71148,,1128700,15327,1475583,18739
"2020-09-13","MP","C",2,2,0,,4,4,,0,,,14316,0,,,,,,,60,60,0,0,,,,,,29,,0,14376,0,,,,,14375,0,18915,0
"2020-09-12","WY","B",42,,0,,287,287,12,60,,,82091,0,,,122667,,,,4297,3635,33,0,,,,,3663,3740,,0,86388,33,,,,,85696,0,126331,0
"2020-09-12","MT","B",133,,2,,521,521,144,3,,,269803,3930,,,,,,,8925,8925,140,0,,,,,,6824,,0,278728,4070,,,,,,0,278728,4070
"2020-09-12","MS","A+",2685,2502,15,183,5410,5410,542,0,,179,532919,3715,,,,,,,89620,84242,445,0,95,,,,,74098,,0,622539,4160,28693,38257,,,,0,617161,4039
"2020-09-12","MP","C",2,2,0,,4,4,,0,,,14316,0,,,,,,,60,60,1,0,,,,,,29,,0,14376,1,,,,,14375,0,18915,0
"2020-09-12","NC","A+",3047,3047,24,,,,870,0,,287,2397392,21024,,,,,,,183740,183740,1454,0,,,,,,156652,,0,2581132,22478,,,,,,0,2581132,22478
"2020-09-12","MN","A+",1958,1906,9,52,6899,6899,247,36,1949,140,1138934,9090,,,,,,,83588,83588,872,0,,,,,,76650,,0,1222522,9962,,,,,1222522,9962,1684520,19192
"2020-09-12","MI","A+",6911,6591,11,320,,,627,0,,172,2987552,37017,,,2987552,,77,,123058,111524,807,0,,,,,156939,85513,,0,3110610,37824,268368,,,,,0,3144491,38323
"2020-09-12","ME","A+",135,134,1,1,431,431,10,-1,,6,320169,4953,9440,,318215,,4,,4834,4349,42,0,503,,,,6048,4211,,0,325003,4995,9957,,,,,0,324518,4985
"2020-09-12","MD","A+",3836,3693,8,143,14796,14796,361,40,,85,1328919,10767,,,,,,,115533,115533,809,0,,,,,137934,7221,,0,1444452,11576,,,,,1444452,11576,2183941,33303
"2020-09-12","MA","A+",9196,8987,16,209,12426,12426,331,15,,64,1821294,17878,,,,,25,,124540,122637,554,0,,,,,161336,107501,,0,2968723,63370,,,116242,106383,1943931,18313,2968723,63370
"2020-09-12","ND","A",133,130,0,3,634,634,56,4,169,18,201430,1038,8647,,,,,,15151,15151,467,0,373,,,,,12450,515420,9022,515420,9022,9020,,,,216581,1505,533340,9557
"2020-09-12","LA","A",5202,5032,0,170,,,723,0,,,1880644,0,,,,,117,,157109,156174,0,0,,,,,,140440,,0,2037753,0,,,,,2036818,0,,0
"2020-09-12","NE","A+",434,,4,,2131,2131,166,12,,,359513,3074,,,,,,,37841,37841,468,0,,,,,,28816,,0,397354,3542,,,,,397904,3562,,0
"2020-09-12","KY","B",1057,1048,13,9,4886,4886,587,24,1454,148,873807,28821,,,,,,,56415,50535,711,0,,,,,,10872,,0,930222,29532,49234,17381,,,,0,924342,29377
"2020-09-12","NH","B",435,,1,,721,721,6,1,228,,221372,1701,,,,,,,7652,7652,32,0,,,,,,6920,,0,229024,1733,31079,,30329,,229024,1733,369691,4046
"2020-09-12","KS","A+",511,,0,,2537,2537,140,0,690,40,400544,0,,,,219,10,,48386,,0,0,,,,,,1859,,0,448930,0,,,,,448930,0,,0
"2020-09-12","NJ","A+",16027,14238,4,1789,22950,22950,462,32,,84,2944898,0,,,,,35,,196337,196337,449,0,,,,,,34397,,0,3141235,449,,,,,,0,3140786,0
"2020-09-12","IN","A+",3437,3213,17,224,11710,11710,807,59,2327,234,1102419,22820,,,,,70,,104561,,1056,0,,,,,,81089,,0,1206980,23876,,,,,1206980,23876,1666889,48085
"2020-09-12","NM","B",818,,2,,3247,3247,73,9,,,785487,4917,,,,,,,26563,26563,134,0,,,,,,14276,,0,812050,5051,,,,,812050,5051,,0
"2020-09-12","IL","A",8527,8295,22,232,,,1509,0,,344,4429067,54473,,,,,170,,262004,259909,2121,0,,,,,,,,0,4691071,56594,,,,,,0,4688976,56594
